"EmployeeNumber","JobRole","Department","JobLevel","BusinessTravel","Attrition"
"1242","Research Director","Research & Development","3","Travel_Frequently","No"
"1256","Manager","Research & Development","5","Travel_Rarely","No"
"1258","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1260","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"1263","Research Director","Research & Development","5","Travel_Rarely","No"
"1265","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1269","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1270","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1273","Sales Representative","Sales","1","Travel_Frequently","Yes"
"1292","Research Scientist","Research & Development","2","Travel_Rarely","No"
"1297","Laboratory Technician","Research & Development","1","Travel_Frequently","No"
"1306","Manager","Research & Development","5","Travel_Frequently","No"
"1364","Sales Representative","Sales","1","Travel_Rarely","No"
"1368","Laboratory Technician","Research & Development","1","Non-Travel","No"
"1379","Sales Representative","Sales","1","Travel_Frequently","Yes"
"1427","Sales Representative","Sales","1","Travel_Frequently","Yes"
"1433","Research Scientist","Research & Development","1","Travel_Rarely","Yes"
"1434","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1458","Laboratory Technician","Research & Development","1","Non-Travel","Yes"
"1481","Sales Executive","Sales","2","Travel_Frequently","No"
"1482","Research Scientist","Research & Development","1","Non-Travel","No"
"1492","Sales Representative","Sales","1","Travel_Rarely","No"
"1494","Laboratory Technician","Research & Development","1","Travel_Frequently","Yes"
"1495","Sales Representative","Sales","1","Non-Travel","No"
"1504","Laboratory Technician","Research & Development","1","Travel_Frequently","Yes"
"1506","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1515","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"1525","Manufacturing Director","Research & Development","3","Travel_Rarely","No"
"1542","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1558","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1564","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1569","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"1577","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1581","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1585","Sales Executive","Sales","2","Travel_Rarely","No"
"1591","Manager","Sales","5","Travel_Rarely","No"
"1595","Manager","Research & Development","5","Travel_Rarely","No"
"1601","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1602","Manager","Sales","4","Travel_Rarely","No"
"1624","Sales Representative","Sales","1","Travel_Frequently","Yes"
"1669","Sales Executive","Sales","2","Travel_Rarely","No"
"1673","Sales Executive","Sales","2","Travel_Rarely","No"
"1678","Sales Executive","Sales","3","Travel_Rarely","No"
"1687","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1692","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"1697","Healthcare Representative","Research & Development","3","Travel_Rarely","No"
"1714","Human Resources","Human Resources","1","Travel_Rarely","Yes"
"1724","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"1729","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1731","Sales Executive","Sales","2","Non-Travel","No"
"1734","Sales Executive","Sales","2","Travel_Rarely","Yes"
"1744","Human Resources","Human Resources","3","Travel_Rarely","No"
"1755","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1758","Sales Executive","Sales","3","Travel_Rarely","Yes"
"1761","Sales Executive","Sales","3","Travel_Rarely","Yes"
"1762","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1763","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"1766","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"1767","Research Scientist","Research & Development","1","Travel_Frequently","Yes"
"1770","Research Director","Research & Development","5","Travel_Rarely","No"
"1780","Sales Representative","Sales","1","Travel_Rarely","Yes"
"1783","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"1794","Human Resources","Human Resources","2","Travel_Rarely","No"
"1803","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"1839","Research Scientist","Research & Development","1","Non-Travel","No"
"1842","Human Resources","Human Resources","1","Travel_Rarely","Yes"
"1847","Research Scientist","Research & Development","2","Travel_Rarely","No"
"1853","Sales Executive","Sales","2","Travel_Frequently","No"
"1859","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"1860","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1865","Human Resources","Human Resources","1","Travel_Rarely","No"
"1868","Research Scientist","Research & Development","1","Travel_Frequently","Yes"
"1875","Sales Representative","Sales","1","Travel_Rarely","No"
"1876","Sales Representative","Sales","1","Travel_Rarely","Yes"
"1878","Research Scientist","Research & Development","1","Travel_Rarely","Yes"
"1893","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1903","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"1928","Sales Representative","Sales","1","Travel_Frequently","Yes"
"1933","Sales Executive","Sales","2","Travel_Rarely","Yes"
"1935","Sales Executive","Sales","2","Travel_Rarely","No"
"1936","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"1938","Manager","Sales","4","Travel_Rarely","No"
"1943","Sales Executive","Sales","2","Travel_Rarely","No"
"1944","Human Resources","Human Resources","1","Travel_Frequently","Yes"
"1961","Sales Representative","Sales","1","Travel_Rarely","No"
"1966","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"1974","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1987","Human Resources","Human Resources","1","Travel_Rarely","No"
"2012","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"2022","Manager","Research & Development","5","Non-Travel","No"
"2023","Sales Representative","Sales","1","Travel_Frequently","Yes"
"2040","Human Resources","Human Resources","3","Travel_Rarely","No"
